Date,Open,High,Low,Close,Volume,ticker
2025-05-07,156.14999389648438,156.14999389648438,154.0,156.0,6000,MADHUSUDAN.NS
2025-05-08,154.5500030517578,156.0,154.5500030517578,155.25,2000,MADHUSUDAN.NS
2025-05-09,155.25,155.25,155.25,155.25,0,MADHUSUDAN.NS
2025-05-12,160.1999969482422,160.1999969482422,158.0,159.5500030517578,7000,MADHUSUDAN.NS
2025-05-13,159.5500030517578,159.5500030517578,158.0500030517578,158.0500030517578,2000,MADHUSUDAN.NS
2025-05-14,160.0,167.5,154.5500030517578,164.0,14000,MADHUSUDAN.NS
2025-05-15,162.0500030517578,163.0,162.0500030517578,163.0,3000,MADHUSUDAN.NS
2025-05-16,158.25,167.1999969482422,158.25,167.1999969482422,7000,MADHUSUDAN.NS
2025-05-19,167.0,173.5,167.0,172.5,14000,MADHUSUDAN.NS
2025-05-20,172.5,172.5,171.14999389648438,171.14999389648438,5000,MADHUSUDAN.NS
2025-05-21,169.75,173.0,169.75,170.0,12000,MADHUSUDAN.NS
2025-05-22,167.0,190.0,167.0,183.89999389648438,25000,MADHUSUDAN.NS
2025-05-23,178.0500030517578,178.10000610351562,161.0,162.25,108000,MADHUSUDAN.NS
2025-05-26,159.5,164.3000030517578,155.0500030517578,156.5500030517578,20000,MADHUSUDAN.NS
2025-05-27,162.0,162.0,152.5,153.25,21000,MADHUSUDAN.NS
2025-05-28,153.0,156.5,150.5,155.10000610351562,27000,MADHUSUDAN.NS
2025-05-29,158.0,159.5,155.3000030517578,159.5,17000,MADHUSUDAN.NS
2025-05-30,160.0,160.0,151.0,156.1999969482422,23000,MADHUSUDAN.NS
2025-06-02,153.60000610351562,155.5,149.35000610351562,149.39999389648438,54000,MADHUSUDAN.NS
2025-06-03,146.14999389648438,148.60000610351562,145.0,148.39999389648438,19000,MADHUSUDAN.NS
2025-06-04,146.3000030517578,148.0,146.25,148.0,12000,MADHUSUDAN.NS
2025-06-05,148.60000610351562,151.25,148.5500030517578,149.25,8000,MADHUSUDAN.NS
2025-06-06,151.0,151.0,150.9499969482422,151.0,4000,MADHUSUDAN.NS
2025-06-09,151.0,158.5,149.5,158.39999389648438,18000,MADHUSUDAN.NS
2025-06-10,158.0,159.5500030517578,154.0,154.14999389648438,23000,MADHUSUDAN.NS
2025-06-11,154.0500030517578,154.0500030517578,150.0500030517578,151.14999389648438,14000,MADHUSUDAN.NS
2025-06-12,152.0,152.0,150.0,151.0,4000,MADHUSUDAN.NS
2025-06-13,152.5,152.5,151.0,151.5,3000,MADHUSUDAN.NS
2025-06-16,149.60000610351562,149.64999389648438,148.0,148.25,7000,MADHUSUDAN.NS
2025-06-17,150.0,150.0,149.0,149.0,2000,MADHUSUDAN.NS
2025-06-18,152.0,152.0,147.0,148.9499969482422,9000,MADHUSUDAN.NS
2025-06-19,148.9499969482422,150.0,147.3000030517578,148.9499969482422,8000,MADHUSUDAN.NS
2025-06-20,149.0,149.0,149.0,149.0,1000,MADHUSUDAN.NS
2025-06-23,149.0,149.0,149.0,149.0,0,MADHUSUDAN.NS
2025-06-24,153.0,154.0,148.0,148.5500030517578,18000,MADHUSUDAN.NS
2025-06-25,149.14999389648438,149.14999389648438,148.10000610351562,148.14999389648438,12000,MADHUSUDAN.NS
2025-06-26,149.0,149.0500030517578,148.5,148.5,13000,MADHUSUDAN.NS
2025-06-27,148.5,149.0,148.5,149.0,4000,MADHUSUDAN.NS
2025-06-30,150.0,154.0,148.60000610351562,151.0,11000,MADHUSUDAN.NS
2025-07-01,149.5500030517578,149.5500030517578,149.0,149.14999389648438,4000,MADHUSUDAN.NS
2025-07-02,149.14999389648438,151.0,149.0,149.0500030517578,10000,MADHUSUDAN.NS
2025-07-03,149.4499969482422,149.85000610351562,149.39999389648438,149.39999389648438,3000,MADHUSUDAN.NS
2025-07-04,149.39999389648438,149.39999389648438,148.60000610351562,148.60000610351562,6000,MADHUSUDAN.NS
2025-07-07,147.10000610351562,147.10000610351562,147.10000610351562,147.10000610351562,2000,MADHUSUDAN.NS
2025-07-08,149.85000610351562,150.89999389648438,147.10000610351562,150.89999389648438,6000,MADHUSUDAN.NS
2025-07-09,147.0,151.0,147.0,147.14999389648438,8000,MADHUSUDAN.NS
2025-07-10,147.0,147.10000610351562,144.9499969482422,147.10000610351562,15000,MADHUSUDAN.NS
2025-07-11,145.0,147.0,145.0,146.9499969482422,7000,MADHUSUDAN.NS
2025-07-14,146.64999389648438,149.0,145.1999969482422,149.0,11000,MADHUSUDAN.NS
2025-07-15,146.5,148.9499969482422,146.5,148.5,4000,MADHUSUDAN.NS
2025-07-16,148.5,149.0,148.4499969482422,149.0,6000,MADHUSUDAN.NS
2025-07-17,149.0,151.0,149.0,150.5,17000,MADHUSUDAN.NS
2025-07-18,150.0,150.0,150.0,150.0,1000,MADHUSUDAN.NS
2025-07-21,150.0,150.0,147.89999389648438,147.89999389648438,4000,MADHUSUDAN.NS
2025-07-22,144.9499969482422,145.9499969482422,141.0,142.1999969482422,31000,MADHUSUDAN.NS
2025-07-23,142.1999969482422,145.5,142.1999969482422,145.5,3000,MADHUSUDAN.NS
2025-07-24,145.8000030517578,146.85000610351562,145.8000030517578,146.0,8000,MADHUSUDAN.NS
2025-07-25,148.5,149.0,145.0,145.10000610351562,20000,MADHUSUDAN.NS
2025-07-28,144.0,145.4499969482422,144.0,145.0,4000,MADHUSUDAN.NS
2025-07-29,145.0,152.0,131.4499969482422,136.75,100000,MADHUSUDAN.NS
2025-07-30,138.64999389648438,143.4499969482422,138.64999389648438,139.85000610351562,19000,MADHUSUDAN.NS
2025-07-31,139.60000610351562,142.0,139.60000610351562,141.0,10000,MADHUSUDAN.NS
2025-08-01,140.3000030517578,143.5,140.3000030517578,143.39999389648438,11000,MADHUSUDAN.NS
2025-08-04,143.39999389648438,143.39999389648438,141.9499969482422,141.9499969482422,5000,MADHUSUDAN.NS
2025-08-05,141.1999969482422,141.1999969482422,141.1999969482422,141.1999969482422,1000,MADHUSUDAN.NS
2025-08-06,140.0,142.0,138.0500030517578,140.5500030517578,7000,MADHUSUDAN.NS
2025-08-07,138.1999969482422,140.89999389648438,138.1999969482422,140.0,7000,MADHUSUDAN.NS
2025-08-08,139.89999389648438,139.89999389648438,136.3000030517578,136.3000030517578,5000,MADHUSUDAN.NS
2025-08-11,135.85000610351562,135.89999389648438,135.75,135.85000610351562,3000,MADHUSUDAN.NS
2025-08-12,135.89999389648438,140.0,135.89999389648438,140.0,3000,MADHUSUDAN.NS
2025-08-13,140.0,140.0,136.8000030517578,136.8000030517578,3000,MADHUSUDAN.NS
2025-08-14,137.39999389648438,140.0,136.8000030517578,137.89999389648438,4000,MADHUSUDAN.NS
2025-08-18,143.8000030517578,143.9499969482422,137.39999389648438,137.39999389648438,7000,MADHUSUDAN.NS
2025-08-19,141.5,142.0,141.0,141.0,5000,MADHUSUDAN.NS
2025-08-20,138.60000610351562,141.1999969482422,138.10000610351562,139.0,9000,MADHUSUDAN.NS
2025-08-21,140.1999969482422,141.0,140.0500030517578,140.9499969482422,5000,MADHUSUDAN.NS
2025-08-22,138.5,139.5,137.10000610351562,137.10000610351562,4000,MADHUSUDAN.NS
2025-08-25,141.0,142.9499969482422,140.0,142.9499969482422,8000,MADHUSUDAN.NS
2025-08-26,139.0,141.0,139.0,141.0,5000,MADHUSUDAN.NS
2025-08-28,138.0,138.0,138.0,138.0,2000,MADHUSUDAN.NS
2025-08-29,141.0,141.0,135.10000610351562,135.8000030517578,6000,MADHUSUDAN.NS
2025-09-01,137.5,138.5,137.5,138.5,7000,MADHUSUDAN.NS
2025-09-02,138.5500030517578,155.0,138.5,150.5,52000,MADHUSUDAN.NS
2025-09-03,150.0,153.0,150.0,153.0,10000,MADHUSUDAN.NS
2025-09-04,151.1999969482422,151.25,145.0,145.0,11000,MADHUSUDAN.NS
2025-09-05,147.5,150.0,147.3000030517578,147.6999969482422,17000,MADHUSUDAN.NS
2025-09-08,143.0,151.0,143.0,150.0,8000,MADHUSUDAN.NS
2025-09-09,150.0,152.0,150.0,150.0500030517578,8000,MADHUSUDAN.NS
2025-09-10,148.10000610351562,153.0,148.10000610351562,153.0,8000,MADHUSUDAN.NS
2025-09-11,147.6999969482422,149.0,145.10000610351562,147.6999969482422,15000,MADHUSUDAN.NS
2025-09-12,145.10000610351562,145.10000610351562,142.10000610351562,142.8000030517578,7000,MADHUSUDAN.NS
2025-09-15,142.8000030517578,142.8000030517578,141.14999389648438,142.1999969482422,4000,MADHUSUDAN.NS
2025-09-16,145.5,145.5,141.0,141.0,6000,MADHUSUDAN.NS
2025-09-17,137.0500030517578,147.0,137.0500030517578,141.35000610351562,49000,MADHUSUDAN.NS
2025-09-18,141.39999389648438,141.64999389648438,136.0500030517578,141.64999389648438,15000,MADHUSUDAN.NS
2025-09-19,141.64999389648438,141.64999389648438,141.64999389648438,141.64999389648438,1000,MADHUSUDAN.NS
2025-09-22,138.85000610351562,142.0,138.85000610351562,142.0,10000,MADHUSUDAN.NS
2025-09-23,139.0,139.0,139.0,139.0,1000,MADHUSUDAN.NS
2025-09-24,141.9499969482422,146.85000610351562,141.9499969482422,143.35000610351562,13000,MADHUSUDAN.NS
2025-09-25,139.10000610351562,145.0,139.10000610351562,144.9499969482422,5000,MADHUSUDAN.NS
2025-09-26,140.0,140.5,139.0,139.0,9000,MADHUSUDAN.NS
2025-09-29,139.5,142.64999389648438,139.5,142.64999389648438,2000,MADHUSUDAN.NS
2025-09-30,138.0,138.0,138.0,138.0,1000,MADHUSUDAN.NS
2025-10-01,139.89999389648438,147.9499969482422,139.89999389648438,146.9499969482422,5000,MADHUSUDAN.NS
2025-10-03,142.0,142.9499969482422,140.0,142.85000610351562,5000,MADHUSUDAN.NS
