Date,Open,High,Low,Close,Volume,ticker
2025-05-07,87.19999694824219,92.98999786376953,87.19999694824219,90.30000305175781,104307,FOCUS.NS
2025-05-08,91.70999908447266,92.93000030517578,90.0,90.58999633789062,60596,FOCUS.NS
2025-05-09,88.73999786376953,88.73999786376953,86.05999755859375,87.58999633789062,266624,FOCUS.NS
2025-05-12,91.95999908447266,91.95999908447266,89.19999694824219,91.95999908447266,41453,FOCUS.NS
2025-05-13,95.62000274658203,96.55000305175781,94.97000122070312,96.55000305175781,54563,FOCUS.NS
2025-05-14,101.37000274658203,101.37000274658203,101.37000274658203,101.37000274658203,37252,FOCUS.NS
2025-05-15,106.43000030517578,106.43000030517578,101.37000274658203,102.66000366210938,442469,FOCUS.NS
2025-05-16,103.04000091552734,107.0,100.98999786376953,105.19000244140625,241349,FOCUS.NS
2025-05-19,106.58000183105469,110.44000244140625,104.0999984741211,105.19999694824219,265611,FOCUS.NS
2025-05-20,106.38999938964844,106.79000091552734,101.43000030517578,105.29000091552734,178190,FOCUS.NS
2025-05-21,103.19999694824219,106.12999725341797,102.43000030517578,103.62000274658203,78464,FOCUS.NS
2025-05-22,104.69999694824219,107.9000015258789,103.83000183105469,105.69000244140625,80524,FOCUS.NS
2025-05-23,105.80000305175781,106.0,100.4000015258789,100.77999877929688,397727,FOCUS.NS
2025-05-26,100.77999877929688,100.9000015258789,95.73999786376953,96.02999877929688,339512,FOCUS.NS
2025-05-27,97.4000015258789,97.9000015258789,93.98999786376953,96.29000091552734,161286,FOCUS.NS
2025-05-28,95.11000061035156,95.9800033569336,92.58999633789062,93.2699966430664,188310,FOCUS.NS
2025-05-29,93.4800033569336,97.0,93.4800033569336,95.37999725341797,119241,FOCUS.NS
2025-05-30,95.01000213623047,96.48999786376953,92.30000305175781,93.05000305175781,156664,FOCUS.NS
2025-06-02,94.4800033569336,94.72000122070312,89.0,90.01000213623047,174007,FOCUS.NS
2025-06-03,91.19999694824219,94.51000213623047,89.91000366210938,94.51000213623047,136164,FOCUS.NS
2025-06-04,98.5,99.2300033569336,96.88999938964844,99.2300033569336,173725,FOCUS.NS
2025-06-05,103.51000213623047,104.19000244140625,101.4000015258789,104.19000244140625,250686,FOCUS.NS
2025-06-06,110.01000213623047,114.5999984741211,109.83000183105469,114.5999984741211,886856,FOCUS.NS
2025-06-09,124.5,126.05999755859375,118.58000183105469,126.05999755859375,1806989,FOCUS.NS
2025-06-10,125.80000305175781,125.80000305175781,117.36000061035156,121.29000091552734,1005959,FOCUS.NS
2025-06-11,121.29000091552734,123.75,118.0199966430664,122.38999938964844,329860,FOCUS.NS
2025-06-12,124.0,126.1500015258789,121.0,124.7300033569336,171362,FOCUS.NS
2025-06-13,121.0,125.0,120.0,123.54000091552734,145165,FOCUS.NS
2025-06-16,121.05000305175781,124.0,121.05000305175781,123.44999694824219,127325,FOCUS.NS
2025-06-17,125.9000015258789,125.9000015258789,121.0,121.80999755859375,56776,FOCUS.NS
2025-06-18,121.80999755859375,121.80999755859375,115.70999908447266,115.70999908447266,110123,FOCUS.NS
2025-06-19,118.0,118.0,109.91999816894531,109.91999816894531,112823,FOCUS.NS
2025-06-20,109.91999816894531,115.41000366210938,104.41999816894531,112.75,229466,FOCUS.NS
2025-06-23,109.5,113.4000015258789,107.33999633789062,110.91999816894531,44481,FOCUS.NS
2025-06-24,111.94999694824219,115.5,109.0,111.91000366210938,120413,FOCUS.NS
2025-06-25,114.0,117.0,111.05000305175781,116.22000122070312,78778,FOCUS.NS
2025-06-26,117.5,118.0,112.0,112.88999938964844,66140,FOCUS.NS
2025-06-27,108.9000015258789,113.80000305175781,107.5,108.11000061035156,139769,FOCUS.NS
2025-06-30,109.94999694824219,111.80000305175781,103.69999694824219,105.4800033569336,93486,FOCUS.NS
2025-07-01,107.0,110.0,105.05000305175781,108.48999786376953,76136,FOCUS.NS
2025-07-02,109.02999877929688,111.0,106.19999694824219,109.36000061035156,39822,FOCUS.NS
2025-07-03,109.3499984741211,109.3499984741211,105.0,106.48999786376953,59144,FOCUS.NS
2025-07-04,105.5,108.98999786376953,105.0,108.56999969482422,36368,FOCUS.NS
2025-07-07,105.55000305175781,109.88999938964844,105.55000305175781,107.0,18500,FOCUS.NS
2025-07-08,107.75,108.88999938964844,103.5999984741211,106.94000244140625,61607,FOCUS.NS
2025-07-09,104.0,107.48999786376953,104.0,106.23999786376953,26996,FOCUS.NS
2025-07-10,106.0,107.0,104.11000061035156,106.12999725341797,28702,FOCUS.NS
2025-07-11,105.5,108.0,104.5,105.20999908447266,31316,FOCUS.NS
