Date,Open,High,Low,Close,Volume,ticker
2025-05-07,87.85229672717131,91.06711330919153,87.804023288267,90.42993927001953,25189656,CANBK.NS
2025-05-08,91.1250391684887,94.77428738384617,89.71554160922588,92.0711441040039,78481304,CANBK.NS
2025-05-09,90.75818384571286,95.03494985994061,90.62302705329425,94.26261901855469,41029403,CANBK.NS
2025-05-12,97.02369057094285,97.9408269883517,96.39617269116657,97.3712387084961,49391352,CANBK.NS
2025-05-13,97.69947809769157,101.91832197616424,97.33262499040859,101.15564727783203,59518073,CANBK.NS
2025-05-14,101.94728366236846,102.88373244105001,100.92395152838309,102.01486206054688,46744208,CANBK.NS
2025-05-15,102.4299869942986,102.57479994967908,100.80809809812162,101.52250671386719,22577353,CANBK.NS
2025-05-16,101.85074151185626,104.83385448136413,101.85074151185626,104.0325698852539,33164805,CANBK.NS
2025-05-19,104.94004820240632,105.71237903194177,104.03256794801872,104.22564697265625,26144154,CANBK.NS
2025-05-20,105.11382159309015,105.27794686501585,102.88372720128602,103.33747100830078,24579486,CANBK.NS
2025-05-21,103.29885387869545,104.26426372802906,102.34310019019313,104.10979461669922,20965817,CANBK.NS
2025-05-22,103.7815603369159,104.72766524405993,102.1596714714495,103.1443862915039,18266891,CANBK.NS
2025-05-23,103.44367230638777,104.25461308732967,102.72927104239231,103.50159454345703,16155459,CANBK.NS
2025-05-26,103.68501825272607,104.44769290991763,102.9223435955345,103.76225280761719,17383646,CANBK.NS
2025-05-27,103.66570666856221,104.83385169900156,102.91268816674945,104.67938995361328,19199151,CANBK.NS
2025-05-28,104.76627964177648,107.62389944199198,104.72766972721331,107.10257720947266,29822557,CANBK.NS
2025-05-29,108.02936912219303,108.1355648002743,106.11785428222323,106.89984130859375,29174369,CANBK.NS
2025-05-30,107.27634454710422,111.33106294685042,105.51929892514852,110.79043579101562,70759040,CANBK.NS
2025-06-02,110.7904378859639,113.33911933379639,110.3463502330605,112.7984848022461,47869167,CANBK.NS
2025-06-03,113.90871228171308,113.90871228171308,110.95456033836746,111.90066528320312,29821086,CANBK.NS
2025-06-04,112.22889832179983,113.66735697773694,110.85801806270558,113.26188659667969,20540175,CANBK.NS
2025-06-05,112.95295741967813,113.58047532288604,112.03582096802323,112.35440063476562,13566294,CANBK.NS
2025-06-06,112.83710069457582,114.0149018908704,110.10499641495791,111.70757293701172,49884802,CANBK.NS
2025-06-09,112.85641255645827,115.17339766172157,112.51852058319942,113.61908721923828,34703106,CANBK.NS
2025-06-10,114.30453012378742,114.35279619800977,113.09776778583674,113.6866683959961,32755500,CANBK.NS
2025-06-11,114.88377712706276,114.88377712706276,111.79446841942296,113.03984069824219,41718080,CANBK.NS
2025-06-12,113.62874141142218,113.71563213181145,111.11867716379172,111.63999938964844,33242141,CANBK.NS
2025-06-13,108.48999786376953,111.7699966430664,107.5199966430664,111.45999908447266,32522564,CANBK.NS
2025-06-16,110.44999694824219,111.75,109.5,111.23999786376953,24551800,CANBK.NS
2025-06-17,111.30000305175781,112.0999984741211,109.0,109.2300033569336,14822292,CANBK.NS
2025-06-18,109.2300033569336,109.8499984741211,107.94000244140625,108.22000122070312,11798762,CANBK.NS
2025-06-19,108.19999694824219,108.5,104.5999984741211,104.88999938964844,25631663,CANBK.NS
2025-06-20,104.88999938964844,108.19000244140625,104.8499984741211,107.22000122070312,23310134,CANBK.NS
2025-06-23,106.0,108.33000183105469,105.9800033569336,107.81999969482422,13114898,CANBK.NS
2025-06-24,109.5999984741211,111.44000244140625,109.30999755859375,110.61000061035156,25341633,CANBK.NS
2025-06-25,110.8499984741211,111.5,110.3499984741211,110.70999908447266,19878446,CANBK.NS
2025-06-26,110.94999694824219,111.44999694824219,108.69999694824219,111.06999969482422,21835265,CANBK.NS
2025-06-27,111.48999786376953,113.0,110.66999816894531,110.9800033569336,34489264,CANBK.NS
2025-06-30,111.55999755859375,114.61000061035156,111.47000122070312,114.19999694824219,34766391,CANBK.NS
2025-07-01,114.44999694824219,116.0,112.62000274658203,115.41999816894531,30511659,CANBK.NS
2025-07-02,114.69999694824219,115.86000061035156,113.41999816894531,114.2300033569336,20734163,CANBK.NS
2025-07-03,114.80000305175781,115.0,113.6500015258789,114.16000366210938,13257229,CANBK.NS
2025-07-04,113.55999755859375,115.0999984741211,113.55999755859375,114.37000274658203,10569354,CANBK.NS
2025-07-07,114.37000274658203,115.80000305175781,114.0999984741211,114.30999755859375,15821152,CANBK.NS
2025-07-08,114.30999755859375,114.5,112.88999938964844,113.73999786376953,12740671,CANBK.NS
2025-07-09,113.5999984741211,114.44999694824219,113.4000015258789,113.95999908447266,13519733,CANBK.NS
2025-07-10,113.94999694824219,114.5,111.69999694824219,112.38999938964844,16076230,CANBK.NS
2025-07-11,112.37999725341797,113.48999786376953,111.20999908447266,111.91999816894531,13374647,CANBK.NS
2025-07-14,111.98999786376953,115.30000305175781,111.9000015258789,113.66999816894531,27221603,CANBK.NS
2025-07-15,113.79000091552734,115.80000305175781,113.62999725341797,114.87000274658203,25377145,CANBK.NS
2025-07-16,114.8499984741211,117.3499984741211,114.61000061035156,117.02999877929688,40471492,CANBK.NS
2025-07-17,117.5,117.5,114.91000366210938,115.52999877929688,15765452,CANBK.NS
2025-07-18,115.5,116.0999984741211,114.25,114.44999694824219,18085327,CANBK.NS
2025-07-21,114.66999816894531,114.69999694824219,111.4000015258789,112.02999877929688,23975731,CANBK.NS
2025-07-22,112.69000244140625,112.69999694824219,107.70999908447266,108.05000305175781,42331690,CANBK.NS
2025-07-23,108.05000305175781,108.33000183105469,106.30000305175781,107.80000305175781,38208234,CANBK.NS
2025-07-24,108.5,113.98999786376953,107.19999694824219,113.51000213623047,86127146,CANBK.NS
2025-07-25,113.86000061035156,115.69999694824219,110.5,110.76000213623047,41767665,CANBK.NS
2025-07-28,110.69999694824219,112.83999633789062,109.88999938964844,110.41000366210938,23234791,CANBK.NS
2025-07-29,110.01000213623047,111.38999938964844,109.52999877929688,110.08999633789062,32038885,CANBK.NS
2025-07-30,110.45999908447266,110.54000091552734,108.0999984741211,108.19999694824219,23534777,CANBK.NS
2025-07-31,107.05000305175781,108.36000061035156,106.0999984741211,107.25,48203474,CANBK.NS
2025-08-01,107.25,107.4000015258789,105.75,105.88999938964844,13286442,CANBK.NS
2025-08-04,106.0,107.94000244140625,106.0,107.75,21300202,CANBK.NS
2025-08-05,107.75,108.30000305175781,106.9000015258789,107.45999908447266,11549473,CANBK.NS
2025-08-06,107.98999786376953,110.0,106.11000061035156,108.7699966430664,40662042,CANBK.NS
2025-08-07,108.5,109.19000244140625,106.75,108.80000305175781,12014876,CANBK.NS
2025-08-08,108.80000305175781,109.0199966430664,107.54000091552734,107.88999938964844,14136544,CANBK.NS
2025-08-11,107.80000305175781,109.88999938964844,107.30000305175781,109.4800033569336,16773203,CANBK.NS
2025-08-12,109.69000244140625,110.25,109.04000091552734,109.55000305175781,10606131,CANBK.NS
2025-08-13,109.80000305175781,110.48999786376953,108.55000305175781,108.98999786376953,12096926,CANBK.NS
2025-08-14,109.5,109.87999725341797,108.62999725341797,109.26000213623047,10879799,CANBK.NS
2025-08-18,110.0,110.41999816894531,108.9000015258789,109.33999633789062,15704185,CANBK.NS
2025-08-19,109.5,111.9000015258789,109.05000305175781,111.66999816894531,20003557,CANBK.NS
2025-08-20,112.0,112.70999908447266,111.69999694824219,112.27999877929688,14596666,CANBK.NS
2025-08-21,112.69999694824219,113.0,110.9800033569336,111.06999969482422,13162672,CANBK.NS
2025-08-22,111.05999755859375,111.77999877929688,109.80000305175781,109.93000030517578,12854408,CANBK.NS
2025-08-25,110.0,110.9800033569336,108.51000213623047,108.81999969482422,16134641,CANBK.NS
2025-08-26,108.81999969482422,109.05999755859375,105.83000183105469,106.01000213623047,27014374,CANBK.NS
2025-08-28,106.05000305175781,106.48999786376953,104.5,104.62999725341797,14184569,CANBK.NS
2025-08-29,104.44000244140625,105.18000030517578,103.55000305175781,103.83000183105469,13999620,CANBK.NS
2025-09-01,104.0,105.26000213623047,104.0,105.13999938964844,9174103,CANBK.NS
2025-09-02,105.4000015258789,107.0,104.75,106.16000366210938,9179806,CANBK.NS
2025-09-03,106.44999694824219,108.4800033569336,106.11000061035156,108.33000183105469,12012180,CANBK.NS
2025-09-04,108.9000015258789,109.19999694824219,105.94000244140625,106.08000183105469,12953562,CANBK.NS
2025-09-05,106.30000305175781,107.62999725341797,105.61000061035156,107.13999938964844,8009273,CANBK.NS
