Date,Open,High,Low,Close,Volume,ticker
2025-05-07,12222.709100947171,12533.346952642632,12222.709100947171,12497.732421875,303619,MARUTI.NS
2025-05-08,12425.51363783086,12462.11745985313,12197.976365800518,12259.3125,485326,MARUTI.NS
2025-05-09,12005.064371412627,12227.655181760205,11985.278521603954,12118.8330078125,278112,MARUTI.NS
2025-05-12,12292.948489269578,12494.76415736961,12292.948489269578,12480.9140625,185165,MARUTI.NS
2025-05-13,12465.085144483057,12564.014391661492,12296.905424279714,12348.3486328125,378269,MARUTI.NS
2025-05-14,12351.316825547554,12581.821977357933,12278.109180766574,12534.3359375,306050,MARUTI.NS
2025-05-15,12465.085447710779,12883.556173455354,12413.642237926575,12813.31640625,561496,MARUTI.NS
2025-05-16,12811.338281400298,12945.882065668286,12773.745165207773,12855.8564453125,425275,MARUTI.NS
2025-05-19,12850.909214347235,12906.309592792459,12791.551666013069,12849.919921875,244277,MARUTI.NS
2025-05-20,12865.749061223469,12870.695523761424,12474.978520724946,12502.6787109375,361111,MARUTI.NS
2025-05-21,12539.282354293624,12670.858255920532,12459.149662325357,12479.9248046875,209104,MARUTI.NS
2025-05-22,12475.96767158309,12475.96767158309,12262.280492369551,12311.7451171875,434848,MARUTI.NS
2025-05-23,12316.691302265268,12361.209463598756,12289.980405465174,12319.6591796875,169465,MARUTI.NS
2025-05-26,12321.637897606624,12404.73846632593,12258.323178582392,12288.001953125,214703,MARUTI.NS
2025-05-27,12288.002195967632,12345.381161217301,12158.404877903728,12281.0771484375,344679,MARUTI.NS
2025-05-28,12281.07709783143,12282.066390331658,12173.24421530657,12198.9658203125,178181,MARUTI.NS
2025-05-29,12207.869290671402,12294.927029535185,12134.661646626857,12259.3125,191097,MARUTI.NS
2025-05-30,12259.313081545783,12356.263749879505,12119.822834249304,12187.0947265625,351353,MARUTI.NS
2025-06-02,12030.78653623055,12187.094756995653,12002.097052672398,12158.4052734375,264972,MARUTI.NS
2025-06-03,12141.587063429539,12217.762587252897,11930.867757268821,11998.1396484375,369114,MARUTI.NS
2025-06-04,11998.13941102113,12113.886633241567,11998.13941102113,12032.7646484375,205846,MARUTI.NS
2025-06-05,12069.368779507877,12125.758453313774,11887.338955292347,11996.1611328125,319783,MARUTI.NS
